slug,term,grade,primary_ccss,all_ccss,strand,all_strands,merged,definition,example_1,example_2,key_rule,memory_hook,related_terms,content_status,source_cards
coordinate-pattern-pairs-grade-5,Coordinate Pattern Pairs,5th,5.OA.B.3,5.OA.B.3,Operations & Algebraic Thinking,Operations & Algebraic Thinking,NO,"Ordered pairs formed by matching the terms of two number patterns, then graphed.","Pairing 0, 1, 2, 3 with 0, 2, 4, 6 gives (0,0), (1,2), (2,4), (3,6).","Pairing 0, 3, 6 with 0, 6, 12 gives (0,0), (3,6), (6,12).","When two patterns are paired term by term, they form ordered pairs you can graph.","Match the terms, plot the pairs.",ordered-pair-grade-5; numerical-pattern-grade-5; rule-grade-5; coordinate-plane-grade-5,DONE (OCR from card),oa5_orderedpairfromrules.png
fraction-grade-5,Fraction,5th,5.NF.A.1,5.NF.A.1,Number & Operations—Fractions,Number & Operations—Fractions,NO,"A number that names equal parts of a whole, written as a numerator over a denominator.",3/4 means 3 of 4 equal parts.,1/2 means 1 of 2 equal parts.,The top number is the numerator; the bottom number is the denominator.,"Top counts the parts, bottom names the whole.",numerator-grade-5; denominator-grade-5; equivalent-fractions-grade-5,DONE (OCR from card),nf5_fraction.png
numerator-grade-5,Numerator,5th,5.NF.A.1,5.NF.A.1,Number & Operations—Fractions,Number & Operations—Fractions,NO,"The top number of a fraction, showing how many equal parts are counted.","In 3/5, the numerator is 3 (the shaded parts).","In 7/8, the numerator is 7.",The numerator counts the parts being described.,"The numerator is on top, counting the parts you have.",denominator-grade-5; fraction-grade-5; unit-fraction-grade-5,DONE (OCR from card),nf5_numerator.png
denominator-grade-5,Denominator,5th,5.NF.A.1,5.NF.A.1,Number & Operations—Fractions,Number & Operations—Fractions,NO,"The bottom number of a fraction, showing the total number of equal parts in the whole.","In 3/5, the denominator is 5 (total parts).","In 7/8, the denominator is 8.",The denominator tells how many equal parts make up the whole.,"The denominator is down below, naming the whole.",numerator-grade-5; fraction-grade-5; common-denominator-grade-5; unlike-denominators-grade-5,DONE (OCR from card),nf5_denominator.png
unlike-denominators-grade-5,Unlike Denominators,5th,5.NF.A.1,5.NF.A.1,Number & Operations—Fractions,Number & Operations—Fractions,NO,"Fractions whose denominators are different, requiring a common denominator to combine.",1/3 and 1/4 have unlike denominators (3 and 4).,2/5 and 3/10 have unlike denominators (5 and 10).,Rewrite fractions with a common denominator before adding or subtracting.,Different bottoms — find a common one first.,common-denominator-grade-5; denominator-grade-5; add-fractions-grade-5,DONE (OCR from card),nf5_unlikedenominators.png
common-denominator-grade-5,Common Denominator,5th,5.NF.A.1,5.NF.A.1,Number & Operations—Fractions,Number & Operations—Fractions,NO,A shared denominator that lets fractions be added or subtracted.,"1/3 becomes 4/12, and 3/4 becomes 9/12 — both now use 12.","1/2 becomes 3/6, and 1/3 becomes 2/6 — both now use 6.",Use a common denominator to add or subtract fractions with different bottoms.,"Same bottom number, so parts can combine.",unlike-denominators-grade-5; denominator-grade-5; add-fractions-grade-5; subtract-fractions-grade-5,DONE (OCR from card),nf5_commondenominator.png
equivalent-fractions-grade-5,Equivalent Fractions,5th,5.NF.A.1,5.NF.A.1,Number & Operations—Fractions,Number & Operations—Fractions,NO,"Different fractions that represent the same value, like 1/2 and 2/4.","1/2 = 2/4, found by multiplying top and bottom by 2.","2/3 = 4/6, found by multiplying top and bottom by 2.",Multiply or divide the top and bottom by the same number.,"Same value, different-looking fraction.",simplest-form-grade-5; common-denominator-grade-5; fraction-grade-5,DONE (OCR from card),nf5_equivalentfractions.png
add-fractions-grade-5,Add Fractions,5th,5.NF.A.1,5.NF.A.1,Number & Operations—Fractions,Number & Operations—Fractions,NO,To combine fractions by using a common denominator and adding the numerators.,1/4 + 2/4 = 3/4.,1/3 + 1/6 = 2/6 + 1/6 = 3/6.,"Find a common denominator, then add the numerators and keep the denominator.","Same bottom, add the tops.",subtract-fractions-grade-5; common-denominator-grade-5; unlike-denominators-grade-5,DONE (OCR from card),nf5_addfractions.png
subtract-fractions-grade-5,Subtract Fractions,5th,5.NF.A.1,5.NF.A.1,Number & Operations—Fractions,Number & Operations—Fractions,NO,To take one fraction from another using a common denominator and subtracting numerators.,3/4 - 1/4 = 2/4.,5/6 - 1/3 = 5/6 - 2/6 = 3/6.,"Use a common denominator, then subtract the numerators and keep the denominator.","Same bottom, subtract the tops.",add-fractions-grade-5; common-denominator-grade-5; unlike-denominators-grade-5,DONE (OCR from card),nf5_subtractfractions.png
mixed-number-grade-5,Mixed Number,5th,5.NF.A.1,5.NF.A.1,Number & Operations—Fractions,Number & Operations—Fractions,NO,"A number made of a whole number and a fraction, such as 2 1/2.",2 1/2 has 2 wholes and 1 half.,3 3/4 has 3 wholes and 3 fourths.,A mixed number combines a whole-number part and a fraction part.,"Whole number plus fraction, mixed together.",improper-fraction-grade-5; fraction-grade-5; regrouping-fractions-grade-5,DONE (OCR from card),nf5_mixednumber.png
improper-fraction-grade-5,Improper Fraction,5th,5.NF.B.3,5.NF.B.3,Number & Operations—Fractions,Number & Operations—Fractions,NO,A fraction whose numerator is greater than or equal to its denominator.,5/4 is improper — it equals 1 whole and 1 fourth.,7/3 is improper — it equals 2 wholes and 1 third.,"An improper fraction is one whole or more, so it converts to a mixed number.",Top bigger than bottom — more than one whole.,mixed-number-grade-5; fraction-grade-5; fraction-as-division-grade-5,DONE (OCR from card),nf5_improperfraction.png
regrouping-fractions-grade-5,Regrouping Fractions,5th,5.NF.A.1,5.NF.A.1,Number & Operations—Fractions,Number & Operations—Fractions,NO,Rewriting a mixed number by borrowing one whole as a fraction so subtraction is possible.,3 1/4 becomes 2 5/4 by borrowing 1 whole as 4/4.,5 1/3 becomes 4 4/3 by borrowing 1 whole as 3/3.,Borrow one whole (as a fraction) when the top fraction is too small to subtract.,"Borrow a whole, break it into fraction pieces.",mixed-number-grade-5; subtract-fractions-grade-5; improper-fraction-grade-5,DONE (OCR from card),nf5_regrouping.png
benchmark-fraction-grade-5,Benchmark Fraction,5th,5.NF.A.2,5.NF.A.2,Number & Operations—Fractions,Number & Operations—Fractions,NO,"A common, easy fraction such as 0, 1/2, or 1, used to estimate and compare other fractions.",3/8 is a little less than the benchmark 1/2.,5/6 is close to the benchmark 1.,"Compare a fraction to a nearby benchmark like 0, 1/2, or 1 to estimate its size.",Easy fractions as landmarks for estimating.,fraction-grade-5; equivalent-fractions-grade-5; simplest-form-grade-5,DONE (OCR from card),nf5_benchmarkfraction.png
fraction-as-division-grade-5,Fraction as Division,5th,5.NF.B.3,5.NF.B.3,Number & Operations—Fractions,Number & Operations—Fractions,NO,"A fraction a/b means a divided by b, sharing the numerator into denominator parts.","3/4 means 3 divided by 4, or 3 whole bars shared equally among 4 people.","5/2 means 5 divided by 2, which equals 2 1/2.",The fraction bar means divide: numerator divided by denominator.,The fraction bar is a division sign in disguise.,improper-fraction-grade-5; divide-with-fractions-grade-5; fraction-grade-5,DONE (OCR from card),nf5_fractionasdivision.png
multiply-fractions-grade-5,Multiply Fractions,5th,5.NF.B.4a,5.NF.B.4a,Number & Operations—Fractions,Number & Operations—Fractions,NO,To find the product by multiplying numerators together and multiplying denominators together.,2/3 x 3/4 = 6/12.,1/2 x 2/5 = 2/10.,"Multiply the numerators, then multiply the denominators.","Straight across — tops times tops, bottoms times bottoms.",area-model-grade-5; multiply-mixed-numbers-grade-5; fraction-grade-5,DONE (OCR from card),nf5_multiplyfractions.png
area-model-grade-5,Area Model,5th,5.NF.B.4b,5.NF.B.4b,Number & Operations—Fractions,Number & Operations—Fractions,NO,"A rectangle diagram that shows multiplication as area, with the factors as its side lengths.","For 2/3 x 3/4, a rectangle split into 3 columns and 4 rows shows an overlap of 6 of 12 parts.","For 24 x 13, a rectangle split by place value shows partial-product regions that add to 312.",The overlapping region of the rectangle represents the product.,Multiplication drawn as the area of a rectangle.,multiply-fractions-grade-5; multiply-whole-numbers-grade-5,DONE (OCR from card),nf5_areamodel.png
scaling-grade-5,Scaling,5th,5.NF.B.5,5.NF.B.5,Number & Operations—Fractions,Number & Operations—Fractions,NO,"Resizing a number by multiplying; factors above 1 enlarge, factors below 1 reduce.",6 x 2 = 12 — multiplying by more than 1 grows the number.,6 x 1/2 = 3 — multiplying by less than 1 shrinks the number.,Multiplying by more than 1 makes a number bigger; multiplying by less than 1 makes it smaller.,"Bigger factor grows it, smaller factor shrinks it.",multiply-fractions-grade-5; benchmark-fraction-grade-5,DONE (OCR from card),nf5_scaling.png
multiply-mixed-numbers-grade-5,Multiply Mixed Numbers,5th,5.NF.B.6,5.NF.B.6,Number & Operations—Fractions,Number & Operations—Fractions,NO,"To multiply mixed numbers, convert to improper fractions, multiply numerators and denominators, then simplify.",2 1/2 x 1 1/3 = 5/2 x 4/3 = 20/6 = 3 1/3.,1 3/4 x 2 = 7/4 x 2 = 14/4 = 3 1/2.,"Change mixed numbers to improper fractions first, then multiply.","Improper first, multiply second, simplify last.",multiply-fractions-grade-5; mixed-number-grade-5; improper-fraction-grade-5,DONE (OCR from card),nf5_multiplymixednumbers.png
unit-fraction-grade-5,Unit Fraction,5th,5.NF.B.7a,5.NF.B.7a,Number & Operations—Fractions,Number & Operations—Fractions,NO,"A fraction with a numerator of 1, representing a single equal part of a whole.",1/4 is a unit fraction — one part out of four.,1/6 is a unit fraction — one part out of six.,A unit fraction always has 1 as its numerator.,"One part, one whole — a single unit.",fraction-grade-5; divide-with-fractions-grade-5; numerator-grade-5,DONE (OCR from card),nf5_unitfraction.png
divide-with-fractions-grade-5,Divide with Fractions,5th,5.NF.B.7,5.NF.B.7,Number & Operations—Fractions,Number & Operations—Fractions,NO,"Splitting a unit fraction by a whole number, or a whole number by a unit fraction.","1/3 divided by 3 = 1/9 (a unit fraction split into more, smaller pieces).",3 divided by 1/5 = 15 (a whole number split into fifths gives more pieces).,"Dividing by a unit fraction gives more, smaller pieces than the whole.","Dividing by a fraction makes more pieces, not fewer.",unit-fraction-grade-5; fraction-as-division-grade-5,DONE (OCR from card),nf5_dividefractions.png
simplest-form-grade-5,Simplest Form,5th,5.NF.A.1,5.NF.A.1,Number & Operations—Fractions,Number & Operations—Fractions,NO,A fraction reduced so the numerator and denominator have no common factor but 1.,6/8 in simplest form is 3/4.,10/15 in simplest form is 2/3.,A fraction is in simplest form when no number besides 1 divides both the top and bottom evenly.,No common factor left except 1.,equivalent-fractions-grade-5; fraction-grade-5,DONE (OCR from card),nf5_simplestform.png
measurement-conversion-grade-5,Measurement Conversion,5th,5.MD.A.1,5.MD.A.1,Measurement & Data,Measurement & Data,NO,"Changing a measurement from one unit to another, like feet to inches.",3 feet x 12 = 36 inches.,2 gallons x 4 = 8 quarts.,Multiply or divide by the relationship between the units to convert.,"Multiply to go smaller, divide to go bigger.",metric-system-grade-5; customary-units-grade-5; capacity-grade-5,DONE (OCR from card),md5_measurementconversion.png
metric-system-grade-5,Metric System,5th,5.MD.A.1,5.MD.A.1,Measurement & Data,Measurement & Data,NO,"A measurement system based on powers of ten, using meters, liters, and grams.","1 kilometer = 1,000 meters (steps of ten).","1 liter = 1,000 milliliters.",Each step in the metric system multiplies or divides by ten.,"Powers of ten, every step of the way.",customary-units-grade-5; measurement-conversion-grade-5,DONE (OCR from card),md5_metricsystem.png
customary-units-grade-5,Customary Units,5th,5.MD.A.1,5.MD.A.1,Measurement & Data,Measurement & Data,NO,"The U.S. measurement units such as inches, feet, cups, gallons, ounces, and pounds.","Length is measured in inches, feet, and yards.",Weight is measured in ounces and pounds.,"Customary units are grouped by what they measure: length, capacity, or weight.","The everyday U.S. units — inches, cups, pounds.",metric-system-grade-5; capacity-grade-5; measurement-conversion-grade-5,DONE (OCR from card),md5_customaryunits.png
line-plot-grade-5,Line Plot,5th,5.MD.B.2,5.MD.B.2,Measurement & Data,Measurement & Data,NO,"A graph that shows data as marks above a number line, often using fractions.","A line plot with X's above 1/4, 1/2, and 3/4 shows how many measurements landed on each value.",Three X's above 1 and two X's above 1 1/2 show five measured lengths.,Each X above the number line represents one data value.,Stack the X's to see how often a value shows up.,measurement-conversion-grade-5,DONE (OCR from card),md5_lineplot.png
volume-grade-5,Volume,5th,5.MD.C.3,5.MD.C.3,Measurement & Data,Measurement & Data,NO,"The amount of space inside a three-dimensional figure, measured in cubic units.",A 4 by 3 by 2 box has a volume of 24 cubic units.,A 5 by 5 by 5 cube has a volume of 125 cubic units.,Volume is measured in cubic units because it fills three dimensions.,How much space is packed inside.,cubic-unit-grade-5; volume-formula-grade-5; base-area-grade-5,DONE (OCR from card),md5_volume.png
cubic-unit-grade-5,Cubic Unit,5th,5.MD.C.3,5.MD.C.3,Measurement & Data,Measurement & Data,NO,"A cube measuring one unit on each side, used to measure volume.",A prism that is 5 units by 2 units by 3 units holds 30 cubic units.,A cube 1 unit on every edge is exactly 1 cubic unit.,Volume is counted by how many cubic units fit inside a solid.,A little cube that measures the big space.,volume-grade-5; volume-formula-grade-5,DONE (OCR from card),md5_cubicunit.png
volume-formula-grade-5,Volume Formula,5th,5.MD.C.5a,5.MD.C.5a,Measurement & Data,Measurement & Data,NO,"V = length x width x height, or base area x height, for a rectangular prism.",V = 5 x 3 x 2 = 30 cubic units.,V = 4 x 3 x 2 = 24 cubic units.,"The volume of a rectangular prism equals length times width times height, or base area times height.","Length times width times height, all multiplied together.",volume-grade-5; base-area-grade-5; cubic-unit-grade-5,DONE (OCR from card),md5_volumeformula.png
base-area-grade-5,Base Area,5th,5.MD.C.5a,5.MD.C.5a,Measurement & Data,Measurement & Data,NO,The area of the base face of a solid; volume equals base area times height.,A base with length 8 cm and width 5 cm has a base area of 40 cm squared.,That base area times a height of 12 cm gives a volume of 480 cm cubed.,Volume equals the base area times the height.,"The bottom face's area, multiplied by how tall it stands.",volume-formula-grade-5; volume-grade-5,DONE (OCR from card),md5_basearea.png
composite-solid-grade-5,Composite Solid,5th,5.MD.C.5c,5.MD.C.5c,Measurement & Data,Measurement & Data,NO,"A three-dimensional figure made of two or more prisms, whose volumes are added.","An L-shaped solid splits into Prism A (12 cubic units) and Prism B (8 cubic units), for a total of 20 cubic units.",A stepped solid made of a 10-cubic-unit block and a 6-cubic-unit block has a total volume of 16 cubic units.,Break a composite solid into rectangular prisms and add their volumes.,"Split it into pieces, then add up the volumes.",volume-grade-5; volume-formula-grade-5,DONE (OCR from card),md5_compositefigure.png
capacity-grade-5,Capacity,5th,5.MD.A.1,5.MD.A.1,Measurement & Data,Measurement & Data,NO,"The amount of liquid a container can hold, measured in cups, pints, quarts, or gallons.",1 gallon = 4 quarts = 8 pints = 16 cups.,"A carton holds 2 cups, or 1/2 pint.","Capacity units nest inside each other: cups, pints, quarts, then gallons.",How much liquid a container can hold.,customary-units-grade-5; measurement-conversion-grade-5,DONE (OCR from card),md5_capacity.png
coordinate-plane-grade-5,Coordinate Plane,5th,5.G.A.1,5.G.A.1,Geometry,Geometry,NO,"A grid formed by a horizontal x-axis and vertical y-axis, used to locate points.","To plot (4, 3), move 4 units right along the x-axis, then 3 units up along the y-axis.","5th grade uses only the first quadrant, where both coordinates are positive.","The x-axis and y-axis form a grid to plot points, meeting at the origin.",Two number lines crossing to make a grid.,x-axis-grade-5; y-axis-grade-5; origin-grade-5; ordered-pair-grade-5,DONE (OCR from card),ge5_coordinateplane.png
origin-grade-5,Origin,5th,5.G.A.1,5.G.A.1,Geometry,Geometry,NO,"The point (0, 0) on the coordinate plane where the x-axis and y-axis meet.","The origin is always labeled (0, 0).",Every point is plotted starting from the origin.,The origin is where the x-axis and y-axis cross.,"Where the two axes meet — coordinates (0, 0).",coordinate-plane-grade-5; x-axis-grade-5; y-axis-grade-5,DONE (OCR from card),ge5_origin.png
